Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,Close_below_SMA_10,SMA_20,Close_below_SMA_20,SMA_50,Close_below_SMA_50,SMA_100,Close_below_SMA_100,SMA_150,Close_below_SMA_150,SMA_200,Close_below_SMA_200,^HSI_Close,title_sc,supp_sc,Target_Price,BB_Price,BB_Count,Short_Ratio,Short_Count,Short_Amount,Target_Price_Uplift,Avg_BB_Price,Close_over_Avg_BB,BB_Value,Close_over_BB,BB_Conf,Actual_High_Next_20_P,Predicted_High_Next_20_P,MAE_P,Type
2017-02-02,205.516,206.906,202.934,203.729,14245064,0.0,0.0,200.00570000000002,0,197.53354999999993,0,191.4951399999997,0,199.8745900000002,0,195.8986266666668,0,187.7961949999996,0,23184.52,,,,,,,,,0.0,195.68840426337843,0.041088769500106315,501.55,-0.593801216229688,7.587841059481761e-81,5.5,,,Train / Val
2017-02-03,203.927,204.92,200.949,203.53,12525535,0.0,0.0,200.53190000000004,0,198.32779999999997,0,191.68575999999973,0,199.7931800000002,0,196.12697333333347,0,187.9957249999996,0,23129.21,,,,,,,,,0.0,195.68840426337843,0.040071846700060476,501.55,-0.5941979862426479,5.836800814985969e-81,5.6,,,Train / Val
2017-02-06,204.92,205.913,202.934,205.913,9244792,0.0,0.0,201.31620000000004,0,199.02774999999997,0,191.95977999999974,0,199.71773000000022,0,196.35863333333347,0,188.2051899999996,0,23348.24,,,,,,,,,0.0,195.68840426337843,0.05224936947648784,501.55,-0.5894467151829329,4.489846780758437e-81,4.3,,,Train / Val
2017-02-07,204.523,205.913,202.934,203.927,11540961,0.0,0.0,202.08060000000006,0,199.53904999999995,0,192.1503999999997,0,199.63433000000023,0,196.5525666666668,0,188.40472499999964,0,23331.57,,,,,,,,,0.0,195.68840426337843,0.042100582135327524,501.55,-0.5934064400358887,3.453728292891106e-81,5.4,,,Train / Val
2017-02-08,202.934,203.729,200.949,202.537,15978068,0.0,0.0,202.69610000000003,1,199.95599999999996,0,192.34299999999973,0,199.60454000000024,0,196.71870000000015,0,188.61611499999964,0,23485.13,,,,,,,,,0.0,195.68840426337843,0.03499745302948054,501.55,-0.5961778486691257,2.6567140714546965e-81,6.1,,,Train / Val
2017-02-09,204.126,205.516,202.736,202.736,12967234,0.0,0.0,203.3315,1,200.2638,0,192.58127999999977,0,199.56681000000026,0,196.90270666666683,0,188.82058499999962,0,23525.14,,,,,,,,,0.0,195.68840426337843,0.03601437582952616,501.55,-0.5957810786561659,2.0436262088113051e-81,6.0,,,Train / Val
2017-02-10,203.927,204.523,200.949,201.147,13335776,0.0,0.0,203.5102,1,200.35314999999997,0,192.77189999999976,0,199.50724000000028,0,197.09002000000018,0,189.02057499999964,0,23574.98,,,,,,,,,0.0,195.68840426337843,0.027894323923633113,501.55,-0.5989492573023627,1.5720201606240807e-81,6.8,,,Train / Val
2017-02-13,201.545,203.53,201.545,202.14,11469706,0.0,0.0,203.3712,1,200.59139999999996,0,192.93669999999977,0,199.4456800000003,0,197.2707133333335,0,189.2398799999996,0,23710.98,,,,,,,,,0.0,195.68840426337843,0.03296871759421327,501.55,-0.5969693948758847,1.209246277403139e-81,6.3,,,Train / Val
2017-02-14,201.743,202.339,201.346,201.346,11741212,0.0,0.0,203.2124,1,200.74529999999996,0,193.13129999999975,0,199.3801500000003,0,197.44148000000018,0,189.4458099999996,0,23703.01,,,,,,,,,0.0,195.68840426337843,0.02891124672367895,501.55,-0.5985524872894028,9.301894441562607e-82,6.7,,,Train / Val
2017-02-15,200.75,206.31,200.75,205.119,20967951,0.0,0.0,203.2124,0,201.23674999999994,0,193.38745999999978,0,199.35633000000027,0,197.61754666666684,0,189.68198999999956,0,23994.87,,,,,,,,,0.0,195.68840426337843,0.04819189860595352,501.55,-0.5910298075964511,7.15530341658662e-82,4.7,,,Train / Val
2017-02-16,208.494,211.473,206.509,210.48,30654514,0.0,0.0,203.8875,0,201.94659999999993,0,193.73495999999977,0,199.36427000000026,0,197.8233933333335,0,189.93754999999956,0,24107.7,,,,,,,,,0.0,195.68840426337843,0.0755874922292965,501.55,-0.580340943076463,5.504079551220477e-82,4.2,,,Train / Val
2017-02-17,212.069,213.458,210.281,210.679,18573582,0.0,0.0,204.60239999999996,0,202.5671499999999,0,194.15591999999978,0,199.34045000000023,0,198.02858000000018,0,190.20449999999957,0,24033.74,,,,,,,,,0.0,195.68840426337843,0.07660441502934234,501.55,-0.5799441730635031,4.2339073470926754e-82,5.0,,,Train / Val
2017-02-20,211.671,213.657,211.076,212.466,14388585,0.0,0.0,205.25769999999997,0,203.2869499999999,0,194.6324799999998,0,199.29875000000027,0,198.23046000000016,0,190.49819999999957,0,24146.08,,,,,,,,,0.0,195.68840426337843,0.08573627957045682,501.55,-0.5763812182235071,3.2568518054559036e-82,6.6,,,Train / Val
2017-02-21,212.069,213.26,208.494,209.487,14978211,0.0,0.0,205.81369999999998,0,203.9471499999999,0,195.05145999999976,0,199.27889000000025,0,198.4038733333335,0,190.78096499999955,0,23963.63,,,,,,,,,0.0,195.68840426337843,0.07051309855871657,501.55,-0.582320805502941,2.5052706195814643e-82,8.9,,,Train / Val
2017-02-22,210.48,213.458,210.48,213.458,14282531,0.0,0.0,206.9058,0,204.80094999999992,0,195.54389999999978,0,199.27094000000022,0,198.60243333333352,0,191.09001999999956,0,24201.96,,,,,,,,,0.0,195.68840426337843,0.09080556307621235,501.55,-0.5744033496161898,1.9271312458318955e-82,6.9,,,Train / Val
