Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,Close_below_SMA_10,SMA_20,Close_below_SMA_20,SMA_50,Close_below_SMA_50,SMA_100,Close_below_SMA_100,SMA_150,Close_below_SMA_150,^HSI_Close,title_sc,supp_sc,Target_Price,BB_Price,BB_Count,Target_Price_Uplift,BB_Value,Close_over_BB,BB_Conf,Actual_High_Next_20_P,Predicted_High_Next_20_P,MAE_P,Type
2016-02-22,139.571,140.758,139.076,140.263,9929873,0.0,0.0,138.17469999999997,0,139.33784999999997,0,140.91672,1,149.75779000000009,1,159.07076666666669,1,19464.09,,,,,,0.0,,0.0,0.0,12.4,,,Train / Val
2016-02-23,141.055,141.352,139.175,140.461,11518408,0.0,0.0,138.17469999999997,0,139.77335,0,140.91672,1,149.75779000000009,1,159.07076666666669,1,19414.78,,,,,,0.0,,0.0,0.0,12.7,,,Train / Val
2016-02-24,140.263,140.263,137.195,138.977,15133469,0.0,0.0,137.82829999999998,0,139.84265,1,140.91672,1,149.75779000000009,1,159.07076666666669,1,19192.45,,,,,,0.0,,0.0,0.0,13.9,,,Train / Val
2016-02-25,138.977,139.57,137.294,137.591,10914811,0.0,0.0,138.1352,1,139.58034999999998,1,140.91672,1,149.75779000000009,1,159.07076666666669,1,18888.75,,,,,,0.0,,0.0,0.0,15.0,,,Train / Val
2016-02-26,139.373,141.748,139.373,141.253,17363138,0.0,0.0,139.06559999999996,0,139.62489999999997,0,140.91672,0,149.75779000000009,1,159.07076666666669,1,19364.15,,,,,,0.0,,0.0,0.0,12.1,,,Train / Val
2016-02-29,141.253,141.352,138.185,140.461,14280154,0.0,0.0,139.43179999999998,0,139.69414999999998,0,140.91672,1,149.75779000000009,1,159.07076666666669,1,19111.93,,,,,,0.0,,0.0,0.0,12.7,,,Train / Val
2016-03-01,140.56,143.134,140.065,143.035,15495668,0.0,0.0,139.9465,0,139.83769999999998,0,140.91672,0,149.75779000000009,1,159.07076666666669,1,19407.46,,,,,,0.0,,0.0,0.0,10.7,,,Train / Val
2016-03-02,145.609,146.994,144.322,146.796,24494602,0.0,0.0,140.9462,0,140.00594999999998,0,140.91672,0,149.75779000000009,1,159.07076666666669,1,20003.49,,,,,,0.0,,0.0,0.0,7.8,,,Train / Val
2016-03-03,147.489,147.489,144.52,146.104,15959001,0.0,0.0,141.4709,0,140.03564999999998,0,140.91672,0,149.75779000000009,1,159.07076666666669,1,19941.76,0.1027,0.1027,,,,0.0,,0.0,0.0,8.3,,,Train / Val
2016-03-04,146.994,147.885,144.025,145.708,19713216,0.0,0.0,142.06490000000002,0,140.11485,0,140.91672,0,149.75779000000009,1,159.07076666666669,1,20176.7,,,,,,0.0,,0.0,0.0,8.6,,,Train / Val
2016-03-07,146.5,147.093,144.025,145.015,13746135,0.0,0.0,142.54010000000002,0,140.3574,0,140.91672,0,149.75779000000009,1,159.07076666666669,1,20159.72,,,,,,0.0,,0.0,0.0,10.6,,,Train / Val
2016-03-08,143.827,145.411,142.639,144.817,11443398,0.0,0.0,142.97570000000002,0,140.5752,0,140.91672,0,149.75779000000009,1,159.07076666666669,1,20011.58,,,,,,0.0,,0.0,0.0,10.7,,,Train / Val
2016-03-09,143.53,144.322,141.946,144.223,14067392,0.0,0.0,143.5003,0,140.6643,0,140.91672,0,149.75779000000009,1,159.07076666666669,1,19996.26,,,,,,0.0,,0.0,0.0,11.2,,,Train / Val
2016-03-10,143.629,144.718,143.332,143.53,10098636,0.0,0.0,144.0942,1,141.11470000000003,0,140.91672,0,149.75779000000009,1,159.07076666666669,1,19984.42,,,,,,0.0,,0.0,0.0,11.7,,,Train / Val
2016-03-11,143.332,146.994,142.837,146.599,17498941,0.0,0.0,144.6288,0,141.84720000000002,0,140.91672,0,149.75779000000009,1,159.07076666666669,1,20199.6,,,,,,0.0,,0.0,0.0,11.2,,,Train / Val
2016-03-14,147.489,151.944,146.895,151.746,29679645,0.0,0.0,145.75730000000001,0,142.59455000000003,0,140.91672,0,149.75779000000009,0,159.07076666666669,1,20435.34,,,,,,0.0,,0.0,0.0,9.1,,,Train / Val
2016-03-15,149.271,151.944,149.073,149.766,16207912,0.0,0.0,146.43040000000002,0,143.18845000000005,0,140.91672,0,149.75779000000009,0,159.07076666666669,1,20288.77,,,,,,0.0,,0.0,0.0,10.5,,,Train / Val
2016-03-16,149.271,149.964,147.687,149.37,13922389,0.0,0.0,146.68779999999998,0,143.81700000000004,0,140.91672,0,149.75779000000009,1,159.07076666666669,1,20257.7,,,,,,0.0,,0.0,0.0,10.8,,,Train / Val
2016-03-17,151.449,151.944,149.469,150.756,13648090,0.0,0.0,147.153,0,144.31195000000002,0,140.98008000000002,0,149.75779000000009,0,159.07076666666669,1,20503.81,,,,,,0.0,,0.0,0.0,9.8,,,Train / Val
2016-03-18,157.388,157.586,154.22,156.299,52010024,0.0,0.0,148.2121,0,145.13850000000002,0,141.18794000000003,0,149.75779000000009,0,159.07076666666669,1,20671.63,,,,,,0.0,,0.0,0.0,5.9,,,Train / Val
2016-03-21,156.992,157.091,155.507,156.497,18616859,0.0,0.0,149.3603,0,145.95020000000002,0,141.42748,0,149.75779000000009,0,159.07076666666669,1,20684.15,,,,,,0.0,,0.0,0.0,5.8,,,Train / Val
2016-03-22,158.279,158.279,156.398,157.883,19946868,0.0,0.0,150.6669,0,146.8213,0,141.80956000000003,0,149.75779000000009,0,159.07076666666669,1,20666.75,,,,,,0.0,,0.0,0.0,4.8,,,Train / Val
2016-03-23,158.18,158.279,156.794,158.081,15437949,0.0,0.0,152.05270000000002,0,147.77650000000003,0,142.1481,0,149.75779000000009,0,159.07076666666669,1,20615.23,,,,,,0.0,,0.0,0.0,4.7,,,Train / Val
2016-03-24,157.388,158.18,156.101,157.19,18441336,0.0,0.0,153.4187,0,148.75645000000003,0,142.55988000000002,0,149.75779000000009,0,159.07076666666669,1,20345.61,,,,,,0.0,,0.0,0.0,5.3,,,Train / Val
2016-03-29,157.388,157.388,155.408,155.705,16821224,0.0,0.0,154.32930000000002,0,149.47905000000003,0,142.97958,0,149.75779000000009,0,159.07076666666669,1,20366.3,,,,,,0.0,,0.0,0.0,6.3,,,Train / Val
2016-03-30,157.388,157.883,156.299,156.596,20832229,0.0,0.0,154.8143,0,150.28580000000002,0,143.39136000000002,0,149.75779000000009,0,159.07076666666669,1,20803.39,,,,,,0.0,,0.0,0.0,5.7,,,Train / Val
2016-03-31,157.685,157.685,155.507,156.794,17515647,0.0,0.0,155.5171,0,150.97375000000002,0,143.81304000000003,0,149.75779000000009,0,159.07076666666669,1,20776.7,,,,,,0.0,,0.0,0.0,5.6,,,Train / Val
2016-04-01,157.982,157.982,156.2,156.893,16035756,0.0,0.0,156.2694,0,151.47860000000003,0,144.23868000000002,0,149.75779000000009,0,159.07076666666669,1,20498.92,,,,,,0.0,,0.0,0.0,5.5,,,Train / Val
2016-04-05,155.408,155.408,152.835,155.012,14500421,0.0,0.0,156.695,1,151.92400000000004,0,144.6465,0,149.75779000000009,0,159.07076666666669,1,20177.0,,,,,,0.0,,0.0,0.0,6.8,,,Train / Val
2016-04-06,156.002,157.487,155.408,157.388,17760189,0.0,0.0,156.80389999999997,0,152.50800000000004,0,145.02660000000003,0,149.75779000000009,0,159.07076666666669,1,20206.67,,,,,,0.0,,0.0,0.0,5.2,,,Train / Val
2016-04-07,158.279,160.358,157.982,160.16,21771425,0.0,0.0,157.17019999999997,0,153.26525000000004,0,145.54926,0,149.75779000000009,0,159.07076666666669,0,20266.05,,,,,,0.0,,0.0,0.0,3.3,,,Train / Val
2016-04-08,158.873,159.368,157.586,158.378,15163620,0.0,0.0,157.21969999999996,0,153.94330000000005,0,146.08180000000002,0,149.75779000000009,0,159.07076666666669,1,20370.4,,,,,,0.0,,0.0,0.0,4.5,,,Train / Val
2016-04-11,156.596,159.17,156.596,157.883,9401820,0.0,0.0,157.19989999999999,0,154.62630000000004,0,146.48764,0,149.75779000000009,0,159.07076666666669,1,20440.81,,,,,,0.0,,0.0,0.0,4.8,,,Train / Val
2016-04-12,158.279,158.576,157.586,158.378,12312707,0.0,0.0,157.31869999999998,0,155.36870000000005,0,146.79845999999998,0,149.75779000000009,0,159.07076666666669,1,20504.44,,,,,,0.0,,0.0,0.0,4.5,,,Train / Val
2016-04-13,160.358,163.03,159.566,162.832,32538517,0.0,0.0,158.0314,0,156.18035000000003,0,147.24785999999997,0,149.75779000000009,0,159.07076666666669,0,21158.71,,,,,,0.0,,0.0,0.0,1.6,,,Train / Val
2016-04-14,163.822,165.505,159.863,163.327,25301265,0.0,0.0,158.7045,0,156.7594,0,147.73288,0,149.75779000000009,0,159.07076666666669,0,21337.81,0.0,0.0,,,,0.0,,0.0,0.0,0.9,,,Train / Val
2016-04-15,162.832,163.822,161.743,163.624,11408552,0.0,0.0,159.3875,0,157.45229999999998,0,148.20208,0,149.75779000000009,0,159.07076666666669,0,21316.47,,,,,,0.0,,0.0,0.0,0.7,,,Train / Val
2016-04-18,163.327,164.317,162.436,164.02,9116719,0.0,0.0,160.10019999999997,0,158.1848,0,148.61386000000002,0,149.75779000000009,0,159.07076666666669,0,21161.5,,,,,,0.0,,0.0,0.0,0.5,,,Train / Val
2016-04-19,163.921,164.812,161.743,164.02,13637095,0.0,0.0,161.00099999999998,0,158.848,0,148.98406,0,149.75779000000009,0,159.07076666666669,0,21436.21,,,,,,0.0,,0.0,0.0,-0.1,,,Train / Val
2016-04-20,163.822,163.822,159.863,160.259,15478170,0.0,0.0,161.2881,1,159.046,0,149.30676000000003,0,149.75779000000009,0,159.07076666666669,0,21236.31,,,,,,0.0,,0.0,0.0,1.5,,,Train / Val
2016-04-21,161.347,162.634,160.457,161.842,13119646,0.0,0.0,161.4563,0,159.31325,0,149.74032,0,149.75779000000009,0,159.07076666666669,0,21622.25,,,,,,0.0,,0.0,0.0,0.5,,,Train / Val
2016-04-22,159.368,161.347,158.576,161.149,8816777,0.0,0.0,161.73340000000002,1,159.47655000000003,0,150.15408000000002,0,149.75779000000009,0,159.07076666666669,0,21467.04,,,,,,0.0,,0.0,0.0,0.9,,,Train / Val
2016-04-25,158.774,159.368,157.982,158.279,10729099,0.0,0.0,161.773,1,159.48645000000002,1,150.47084,0,149.75779000000009,0,159.07076666666669,1,21304.44,,,,,,0.0,,0.0,0.0,2.8,,,Train / Val
2016-04-26,159.368,160.358,157.19,160.16,8646796,0.0,0.0,161.95120000000003,1,159.63495,0,150.9836,0,149.75779000000009,0,159.07076666666669,0,21407.27,,,,,,0.0,,0.0,0.0,2.2,,,Train / Val
2016-04-27,158.576,158.675,156.794,157.883,11549814,0.0,0.0,161.4563,1,159.74385,1,151.50228,0,149.75779000000009,0,159.07076666666669,1,21361.6,,,,,,0.0,,0.0,0.0,3.7,,,Train / Val
2016-04-28,159.071,160.952,158.378,159.368,18658830,0.0,0.0,161.06040000000002,1,159.88245,1,151.95366,0,149.75779000000009,0,159.07076666666669,0,21388.03,,,,,,0.0,,0.0,0.0,7.0,,,Train / Val
2016-04-29,158.378,158.675,157.19,157.289,10903878,0.0,0.0,160.4269,1,159.90720000000002,1,152.34168000000003,0,149.75779000000009,0,159.07076666666669,1,21067.05,,,,,,0.0,,0.0,0.0,8.9,,,Train / Val
2016-05-03,157.289,157.289,153.528,153.726,15337768,0.0,0.0,159.39749999999998,1,159.74885,1,152.68022000000002,0,149.75779000000009,0,159.07076666666669,1,20676.94,,,,,,0.0,,0.0,0.0,12.2,,,Train / Val
2016-05-04,154.121,154.121,151.845,152.934,16375047,0.0,0.0,158.28889999999998,1,159.64495000000002,1,152.92176,0,149.75779000000009,0,159.07076666666669,1,20525.83,,,,,,0.0,,0.0,0.0,12.8,,,Train / Val
2016-05-05,151.449,153.132,150.954,151.647,13653426,0.0,0.0,157.4277,1,159.35790000000003,1,153.15934000000001,1,149.75779000000009,0,159.07076666666669,1,20449.82,,,,,,0.0,,0.0,0.0,13.7,,,Train / Val
2016-05-06,151.746,153.924,150.657,152.34,15884287,0.0,0.0,156.47749999999996,1,158.96690000000004,1,153.40088000000003,1,149.75779000000009,0,159.07076666666669,1,20109.87,,,,,,0.0,,0.0,0.0,13.2,,,Train / Val
2016-05-09,153.923,154.22,152.637,153.528,9424397,0.0,0.0,155.71539999999996,1,158.7244,1,153.66222000000002,1,149.75779000000009,0,159.07076666666669,1,20156.81,,,,,,0.0,,0.0,0.0,12.5,,,Train / Val
2016-05-10,152.736,155.111,152.736,154.814,11847505,0.0,0.0,155.36889999999997,1,158.57095,1,153.97896000000003,0,149.75779000000009,0,159.07076666666669,1,20242.68,,,,,,0.0,,0.0,0.0,13.4,,,Train / Val
2016-05-11,156.794,156.794,154.418,154.913,11585331,0.0,0.0,154.84419999999994,0,158.39770000000001,1,154.3254,0,149.75779000000009,0,159.07076666666669,1,20055.29,,,,,,0.0,,0.0,0.0,13.3,,,Train / Val
2016-05-12,155.012,155.012,152.439,152.637,13276595,0.0,0.0,154.31959999999995,1,157.88795000000002,1,154.55308000000002,1,149.75779000000009,0,159.07076666666669,1,19915.46,,,,,,0.0,,0.0,0.0,16.1,,,Train / Val
2016-05-13,154.022,154.715,152.142,153.528,18092191,0.0,0.0,153.73559999999995,1,157.398,1,154.81442,1,149.75779000000009,0,159.07076666666669,1,19719.29,,,,,,0.0,,0.0,0.0,15.4,,,Train / Val
2016-05-16,154.517,158.675,154.22,158.279,21575864,0.0,0.0,153.83459999999997,0,157.13075,0,155.1193,0,149.75779000000009,0,159.07076666666669,1,19883.95,,,,,,0.0,,0.0,0.0,12.0,,,Train / Val
2016-05-17,160.655,162.634,159.269,161.248,22631130,0.0,0.0,154.58679999999995,0,156.99215,0,155.40833999999998,0,149.75779000000009,0,159.07076666666669,0,20118.8,,,,,,0.0,,0.0,0.0,9.9,,,Train / Val
2016-05-18,159.368,160.754,158.378,159.467,20658347,0.0,0.0,155.24009999999996,0,156.76450000000003,0,155.67559999999997,0,149.75779000000009,0,159.07076666666669,0,19826.41,,,,,,0.0,,0.0,0.0,11.1,,,Train / Val
2016-05-19,153.726,157.487,153.726,155.606,35275128,0.0,0.0,155.63599999999997,1,156.53185000000002,1,155.87355999999997,1,149.75779000000009,0,159.07076666666669,1,19694.33,,,,,,0.0,,0.0,0.0,13.9,,,Train / Val
2016-05-20,154.187,158.059,154.187,157.364,19185549,0.47,0.0,156.1384,0,156.30795000000003,0,156.12053999999998,0,149.75779000000009,0,159.07076666666669,1,19852.2,,,,,,0.0,,0.0,0.0,12.6,,,Train / Val
2016-05-23,158.456,160.441,157.661,157.959,12215689,0.0,0.0,156.58149999999998,0,156.14845000000003,0,156.38337999999996,0,149.75779000000009,0,159.07076666666669,1,19809.03,,,,,,0.0,,0.0,0.0,12.2,,,Train / Val
2016-05-24,158.853,159.846,158.456,159.349,12328071,0.0,0.0,157.03499999999997,0,156.20195000000004,0,156.68589999999998,0,149.75779000000009,0,159.07076666666669,0,19830.43,,,,,,0.0,,0.0,0.0,11.2,,,Train / Val
2016-05-25,161.831,163.618,161.633,163.321,21579995,0.0,0.0,157.87579999999997,0,156.36000000000004,0,157.08171999999996,0,149.75779000000009,0,159.07076666666669,0,20368.05,,,,,,0.0,,0.0,0.0,8.5,,,Train / Val
2016-05-26,163.718,163.718,161.335,162.626,14457778,0.0,0.0,158.87469999999996,0,156.59715000000006,0,157.40225999999996,0,149.75779000000009,0,159.07076666666669,0,20397.11,,,,,,0.0,,0.0,0.0,9.0,,,Train / Val
2016-05-27,163.817,170.568,163.321,169.973,41274891,0.0,0.0,160.51919999999996,0,157.12740000000005,0,157.76679999999996,0,149.75779000000009,0,159.07076666666669,0,20576.77,,,,,,0.0,,0.0,0.0,4.3,,,Train / Val
2016-05-30,169.973,171.263,168.185,168.682,21752920,0.0,0.0,161.55949999999996,0,157.69705000000005,0,158.14511999999996,0,149.75779000000009,0,159.07076666666669,0,20629.39,,,,,,0.0,,0.0,0.0,5.1,,,Train / Val
2016-05-31,170.767,172.455,169.774,172.057,56234547,0.0,0.0,162.64039999999994,0,158.61360000000002,0,158.59885999999997,0,149.75779000000009,0,159.07076666666669,0,20815.09,,,,,,0.0,,0.0,0.0,3.0,4.9,1.9000000000000004,Train / Val
2016-06-01,170.767,171.66,168.583,169.178,17349933,0.0,0.0,163.61149999999992,0,159.4258,0,158.96729999999997,0,149.9736900000001,0,159.07076666666669,0,20760.98,,,,,,0.0,,0.0,0.0,4.8,4.9,0.10000000000000053,Train / Val
2016-06-02,168.781,169.278,167.193,168.98,21462089,0.0,0.0,164.94889999999992,0,160.29245,0,159.22091999999995,0,150.2044300000001,0,159.07076666666669,0,20859.22,,,,,,0.0,,0.0,0.0,5.5,5.1,0.40000000000000036,Train / Val
2016-06-03,169.079,171.065,168.285,169.575,27443699,0.0,0.0,166.16999999999993,0,161.1542,0,159.48247999999995,0,150.4549800000001,0,159.07076666666669,0,20947.24,,,,,,0.0,,0.0,0.0,5.1,4.7,0.39999999999999947,Train / Val
2016-06-06,168.88,172.752,168.88,172.554,17120058,0.0,0.0,167.62949999999995,0,162.1055,0,159.77589999999995,0,150.7927300000001,0,159.07076666666669,0,21030.22,,,,,,0.0,,0.0,0.0,3.3,5.1,1.7999999999999998,Train / Val
2016-06-07,173.745,175.532,173.249,175.334,17254734,0.0,0.0,169.22799999999995,0,163.13150000000002,0,160.12095999999994,0,151.1345300000001,0,159.07076666666669,0,21328.24,,,,,,0.0,,0.0,0.0,1.6,5.4,3.8000000000000003,Train / Val
2016-06-08,175.334,175.334,173.348,174.639,18871883,0.0,0.0,170.35979999999995,0,164.11780000000002,0,160.46993999999995,0,151.51491000000007,0,159.07076666666669,0,21297.88,,,,,,0.0,,0.0,0.0,2.0,5.1,3.0999999999999996,Train / Val
2016-06-10,177.22,177.22,173.547,173.845,20396824,0.0,0.0,171.48169999999996,0,165.1782,0,160.83273999999994,0,151.90616000000009,0,159.07076666666669,0,21042.64,,,,,,0.0,,0.0,0.0,3.3,4.8,1.5,Train / Val
2016-06-13,168.88,170.568,167.987,168.285,21169298,0.0,0.0,171.31289999999996,1,165.91604999999998,0,161.06651999999994,0,152.22894000000008,0,159.07076666666669,0,20512.99,,,,,,0.0,,0.0,0.0,7.2,2.3,4.9,Train / Val
2016-06-14,167.59,168.185,166.398,167.093,17731787,0.0,0.0,171.15399999999997,1,166.35674999999998,0,161.27249999999995,0,152.5427700000001,0,159.07076666666669,0,20387.53,,,,,,0.0,,0.0,0.0,8.0,3.4,4.6,Train / Val
2016-06-15,166.498,172.852,166.1,171.76,18840580,0.0,0.0,171.12429999999998,0,166.88234999999997,0,161.56983999999997,0,152.90426000000008,0,159.07076666666669,0,20467.52,0.7506,0.7506,,,,0.0,,0.0,0.0,6.4,2.1,4.300000000000001,Train / Val
2016-06-16,171.561,171.76,167.193,167.59,15093895,0.0,0.0,170.96549999999996,1,167.28849999999997,0,161.82139999999998,0,153.2339500000001,0,159.07076666666669,0,20038.42,,,,,,0.0,,0.0,0.0,10.3,4.1,6.200000000000001,Train / Val
2016-06-17,169.278,170.072,166.299,167.689,17880408,0.0,0.0,170.83639999999997,1,167.89264999999995,1,162.02741999999998,0,153.5270100000001,0,159.07076666666669,0,20169.98,,,,,,0.0,,0.0,0.0,10.2,5.8,4.3999999999999995,Train / Val
2016-06-20,168.781,169.973,167.788,169.476,9428268,0.0,0.0,170.82649999999995,1,168.49824999999996,0,162.21373999999997,0,153.8815000000001,0,159.07076666666669,0,20510.2,,,,,,0.0,,0.0,0.0,9.1,4.7,4.3999999999999995,Train / Val
2016-06-21,170.767,172.057,169.774,171.66,10084306,0.0,0.0,170.73709999999997,0,169.18329999999997,0,162.47937999999996,0,154.2805900000001,0,159.07076666666669,0,20668.44,,,,,,0.0,,0.0,0.0,7.7,3.6,4.1,Train / Val
2016-06-22,171.859,176.624,171.66,175.83,19634245,0.0,0.0,170.78669999999994,0,170.00734999999995,0,162.83831999999998,0,154.6629800000001,0,159.07076666666669,0,20795.12,,,,,,0.0,,0.0,0.0,5.3,4.6,0.7000000000000002,Train / Val
