Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,Close_below_SMA_10,SMA_20,Close_below_SMA_20,SMA_50,Close_below_SMA_50,SMA_100,Close_below_SMA_100,SMA_150,Close_below_SMA_150,^HSI_Close,title_sc,supp_sc,Target_Price,BB_Price,BB_Count,Short_Ratio,Target_Price_Uplift,Avg_BB_Price,Close_over_Avg_BB,BB_Value,Close_over_BB,BB_Conf,Actual_High_Next_20_P,Predicted_High_Next_20_P,MAE_P,Type
2018-05-09,393.076,394.867,388.698,392.678,20938751,0.0,0.0,385.5928999999997,0,393.69320000000033,1,419.1286800000005,1,424.5377199999999,1,411.4489133333333,1,30536.14,,,,,,0.0416,-0.6216076406517927,,0.0,,0.0,0.0,9.6,,,Train / Val
2018-05-10,397.057,404.62,396.062,404.222,31117306,0.0,0.0,387.5234999999997,0,393.02650000000034,0,418.1892800000005,1,424.5377199999999,1,411.4489133333333,1,30809.22,0.0,0.0,,,,0.0473,-0.6216076406517927,,0.0,,0.0,0.0,6.5,,,Train / Val
2018-05-11,409.993,412.979,406.013,406.809,24703301,0.0,0.0,390.1704999999997,0,392.80755000000033,0,417.3095800000005,1,424.5377199999999,1,411.4489133333333,1,31122.06,,,,,,0.054000000000000006,0.0,,0.0,,0.0,0.0,5.8,,,Train / Val
2018-05-14,412.979,414.77,407.008,409.794,20833909,0.0,0.0,392.4990999999997,0,392.99660000000034,0,416.6289000000005,1,424.5377199999999,1,411.4489133333333,1,31541.08,,,,,,0.08869999999999999,0.0,,0.0,,0.0,0.0,5.0,,,Train / Val
2018-05-15,409.794,410.59,396.062,396.062,33138167,0.0,0.0,393.1956999999997,0,392.74785000000037,0,415.9482400000005,1,424.5377199999999,1,411.4489133333333,1,31152.03,,,,,,0.1575,0.0,,0.0,,0.0,0.0,8.7,,,Train / Val
2018-05-16,396.659,396.858,388.698,394.27,29613558,0.0,0.0,393.47429999999974,0,392.6981000000004,0,414.9371800000005,1,424.5377199999999,1,411.4489133333333,1,31110.2,,,,,,0.0857,0.0,,0.0,,0.0,0.0,9.2,,,Train / Val
2018-05-17,421.935,422.134,407.207,408.998,69097901,0.0,0.0,396.0615999999997,0,393.2454000000004,0,414.4396200000005,1,424.5377199999999,1,411.4489133333333,1,30942.15,0.2755,0.2755,,,,0.0736,0.0,,0.0,,0.0,0.0,5.2,,,Train / Val
2018-05-18,413.067,413.865,406.884,409.876,21407723,0.88,0.0,398.9555999999997,0,393.54800000000046,0,414.1785400000005,1,424.5377199999999,1,411.4489133333333,1,31047.91,,,,,,0.0706,0.0,,0.0,,0.0,0.0,5.0,,,Train / Val
2018-05-21,415.46,416.857,406.884,406.884,21440433,0.0,0.0,401.8290999999997,0,393.9796500000004,0,413.5869400000005,1,424.5377199999999,1,411.4489133333333,1,31234.35,,,,,,0.1015,0.0,,0.0,,0.0,0.0,5.8,,,Train / Val
2018-05-23,411.671,413.267,405.887,405.887,24572225,0.0,0.0,403.5479999999997,0,394.6699500000004,0,413.06298000000044,1,424.5377199999999,1,411.4489133333333,1,30665.64,,,,,,0.1438,0.0,,0.0,,0.0,0.0,6.0,,,Train / Val
2018-05-24,409.876,410.275,401.499,405.887,17158987,0.0,0.0,404.86889999999977,0,395.2309000000005,0,412.36388000000045,1,424.5377199999999,1,411.4489133333333,1,30760.41,,,,,,0.1487,0.0,,0.0,,0.0,0.0,6.0,,,Train / Val
2018-05-25,401.898,406.485,400.502,402.895,16752353,0.0,0.0,404.7361999999997,1,396.1298500000005,0,411.5253200000004,1,424.5377199999999,1,411.4489133333333,1,30588.04,,,,,,0.0732,0.0,,0.0,,0.0,0.0,6.8,,,Train / Val
2018-05-28,406.485,406.485,400.103,404.092,13391312,0.0,0.0,404.4644999999997,1,397.31750000000045,0,410.4519600000005,1,424.5377199999999,1,411.4489133333333,1,30792.26,0.296,0.296,,,,0.1005,0.0,,0.0,,0.0,0.0,6.5,,,Train / Val
2018-05-29,402.695,405.089,400.9,400.9,12131694,0.0,0.0,403.5750999999997,1,398.03710000000046,0,409.25904000000054,1,424.5377199999999,1,411.4489133333333,1,30484.58,0.296,0.296,,,,0.1176,0.0,,0.0,,0.0,0.0,7.4,,,Train / Val
2018-05-30,399.105,399.105,393.92,393.92,23245403,0.0,0.0,403.3608999999997,1,398.2783000000005,1,407.9106000000005,1,424.5377199999999,1,411.4489133333333,1,30056.79,,,,,,0.081,0.0,,0.0,,0.0,0.0,9.3,-1.7,11.0,Train / Val
2018-05-31,395.715,400.701,394.119,398.108,36770396,0.0,0.0,403.7446999999997,1,398.6095000000005,1,406.5464000000005,1,424.3611499999999,1,411.4489133333333,1,30468.56,,,,,,0.0754,0.0,,0.0,,0.0,0.0,8.1,-1.4,9.5,Train / Val
2018-06-01,400.502,402.895,397.111,402.895,23154943,0.0,0.0,403.1343999999997,1,399.5980000000005,0,405.3456200000005,1,424.18865999999986,1,411.4489133333333,1,30492.91,,,,,,0.1242,0.0,,0.0,,0.0,0.0,6.8,-1.8,8.6,Train / Val
2018-06-04,411.87,413.865,407.682,413.865,31279329,0.0,0.0,403.5332999999997,0,401.2444500000005,0,404.43190000000055,0,424.03033999999985,1,411.4489133333333,0,30997.98,,,,,,0.0795,0.0,,0.0,,0.0,0.0,4.0,-2.0,6.0,Train / Val
2018-06-05,417.654,418.851,414.264,418.851,25879169,0.0,0.0,404.7299999999997,0,403.27955000000054,0,403.5223800000005,0,423.9079499999999,1,411.4489133333333,0,31093.45,,,,,,0.1191,0.0,,0.0,,0.0,0.0,2.8,-2.1,4.9,Train / Val
2018-06-06,420.048,423.838,419.649,423.838,23218762,0.0,0.0,406.5250999999996,0,405.03655000000055,0,402.79220000000043,0,423.78168999999997,0,411.4489133333333,0,31259.1,,,,,,0.134,0.0,,0.0,,0.0,0.0,1.6,-1.3,2.9000000000000004,Train / Val
2018-06-07,429.821,430.419,424.635,428.026,24688648,0.0,0.0,408.73899999999963,0,406.80395000000055,0,402.60752000000053,0,423.6455699999999,0,411.4489133333333,0,31512.63,,,,,,0.0852,0.0,,0.0,,0.0,0.0,-0.6,-1.3,0.7000000000000001,Train / Val
2018-06-08,425.433,425.433,411.471,413.865,28928220,0.0,0.0,409.8359999999997,0,407.28610000000054,0,402.5257400000005,0,423.40166999999997,1,411.4489133333333,0,30958.21,,,558.0,,,0.0723,0.3482657388278787,,0.0,,0.0,0.0,1.8,-3.2,5.0,Train / Val
2018-06-11,418.851,419.848,414.463,417.854,15480976,0.0,0.0,411.21219999999977,0,407.8383500000005,0,402.39238000000046,0,423.30711999999994,1,411.4489133333333,0,31063.7,,,558.0,,,0.08,0.3353946593786348,,0.0,,0.0,0.0,0.8,-5.8,6.6,Train / Val
2018-06-12,419.25,421.245,415.062,416.258,12361698,0.0,0.0,412.74799999999976,0,408.16155000000055,0,402.1156400000005,0,423.0692399999999,1,411.4489133333333,0,31103.06,,,558.0,,,0.125,0.3405147768931769,,0.0,,0.0,0.0,0.6,-7.5,8.1,Train / Val
2018-06-13,418.851,418.851,413.865,414.064,12210371,0.0,0.0,414.7623999999998,1,409.06165000000055,0,402.19308000000046,0,422.89897999999994,1,411.4489133333333,0,30725.15,,,558.0,,,0.1406,0.34761775957339913,,0.0,,0.0,0.0,0.6,-8.6,9.2,Train / Val
2018-06-14,416.458,416.458,407.482,410.873,17691467,0.0,0.0,416.0388999999997,1,409.8918000000005,0,402.25844000000046,0,422.58734,1,411.4489133333333,1,30440.17,,,558.0,,,0.139,0.3580838848013863,,0.0,,0.0,0.0,1.2,-8.4,9.6,Train / Val
2018-06-15,414.862,415.859,407.283,408.879,23180404,0.0,0.0,416.63729999999975,1,409.8858500000006,1,402.2879000000005,0,422.20799999999997,1,411.4489133333333,1,30309.49,,,558.0,,,0.0934,0.3647069181836191,,0.0,,0.0,0.0,0.0,-8.1,8.1,Train / Val
2018-06-19,408.879,408.879,394.119,395.715,34554216,0.0,0.0,414.8222999999998,1,409.17780000000056,1,402.28892000000053,1,421.70895999999993,1,411.4489133333333,1,29468.15,,,558.0,,,0.1067,0.410105757931845,,0.0,,0.0,0.0,2.1,-7.2,9.3,Train / Val
2018-06-20,398.906,403.493,396.313,399.105,22963740,0.0,0.0,412.8476999999998,1,408.78885000000054,1,402.1945400000005,1,421.19804,1,411.4489133333333,1,29696.17,,,558.0,,,0.1155,0.3981283120983199,,0.0,,0.0,0.0,1.2,-10.0,11.2,Train / Val
2018-06-21,403.294,403.892,395.116,395.715,20161454,0.0,0.0,410.03539999999987,1,408.2802500000006,1,401.94878000000045,1,420.57758999999993,1,411.4489133333333,1,29296.05,,,558.0,,,0.14800000000000002,0.410105757931845,,0.0,,0.0,0.0,0.9,-11.0,11.9,Train / Val
2018-06-22,394.518,399.305,390.13,396.313,20167800,0.0,0.0,406.8640999999999,1,407.80155000000053,1,401.5716800000004,1,419.81783999999993,1,411.4489133333333,1,29338.7,,,558.0,,,0.1057,0.40797803756122053,,0.0,,0.0,0.0,0.2,-11.6,11.799999999999999,Train / Val
2018-06-25,393.92,396.712,387.338,387.737,21688209,0.0,0.0,404.2512999999999,1,407.0436500000005,1,400.9753000000004,1,419.02804999999995,1,411.4489133333333,1,28961.39,0.0,0.0,558.0,,,0.1104,0.43911981575139847,,0.0,,0.0,0.0,2.4,-12.0,14.4,Train / Val
2018-06-26,382.95,389.332,378.961,384.944,29827048,0.0,0.0,400.96029999999996,1,406.0862500000005,1,400.45042000000046,1,418.3198,1,411.4489133333333,1,28881.4,,,558.0,,,0.0962,0.4495614946589632,,0.0,,0.0,0.0,3.1,-11.2,14.299999999999999,Train / Val
2018-06-27,384.944,386.54,376.368,376.368,28081870,0.0,0.0,396.9713,1,404.8596500000005,1,399.8575200000004,1,417.39443,1,411.4489133333333,1,28356.26,,,558.0,,,0.1618,0.48259150618543556,,0.0,,0.0,0.0,5.5,-12.6,18.1,Train / Val
2018-06-28,373.974,381.354,372.379,377.963,27513679,0.0,0.0,393.36119999999994,1,404.0618000000005,1,399.3960400000004,1,416.48103000000003,1,411.4489133333333,1,28497.32,,,558.0,,,0.1115,0.4763349851705061,,0.0,,0.0,0.0,5.0,-13.2,18.2,Train / Val
2018-06-29,378.961,392.723,378.961,392.723,28307465,0.0,0.0,391.5462,0,403.79255000000046,1,399.3452000000005,1,415.81275,1,411.4489133333333,1,28955.11,,,558.0,,,0.0653,0.4208487916419461,,0.0,,0.0,0.0,1.1,-13.2,14.299999999999999,Train / Val
2018-07-03,393.92,393.92,380.556,389.731,25640221,0.0,0.0,389.63140000000004,0,403.13435000000044,1,399.1787800000005,1,415.09664000000004,1,411.4489133333333,1,28545.57,,,558.0,,,0.0821,0.43175677582742966,,0.0,,0.0,0.0,1.8,-13.8,15.600000000000001,Train / Val
2018-07-04,388.135,389.731,380.756,381.952,15074945,0.0,0.0,388.2551,1,401.5387000000004,1,398.7413400000005,1,414.33856,1,411.4489133333333,1,28241.67,,,558.0,,,0.0698,0.46091655495978556,,0.0,,0.0,0.0,3.9,-15.0,18.9,Train / Val
2018-07-05,381.952,386.939,378.163,384.545,13984065,0.0,0.0,386.79910000000007,1,399.82340000000045,1,398.46722000000045,1,413.68204,1,411.4489133333333,1,28182.09,,,558.0,,,0.0692,0.45106554499473406,,0.0,,0.0,0.0,3.2,-14.9,18.1,Train / Val
2018-07-06,385.941,388.135,379.359,385.543,18000963,0.0,0.0,385.78190000000006,1,397.9086500000005,1,398.3364600000005,1,413.14894999999996,1,411.4489133333333,1,28315.62,,,558.0,,,0.056600000000000004,0.44730937923915093,,0.0,,0.0,0.0,2.9,-14.1,17.0,Train / Val
2018-07-09,393.122,396.911,391.127,394.917,18373223,0.0,0.0,385.6423000000001,0,396.25320000000045,1,398.3414400000005,1,413.01809000000003,1,411.4489133333333,1,28688.5,,,558.0,,,0.1176,0.41295512727990946,,0.0,,0.0,0.0,0.5,-14.3,14.8,Train / Val
2018-07-10,394.917,396.911,385.144,385.742,26791391,0.0,0.0,385.4428000000001,0,394.8470500000005,1,398.35796000000045,1,412.74771,1,411.4489133333333,1,28682.25,,,558.0,,,0.17329999999999998,0.44656272845580713,,0.0,,0.0,0.0,0.0,-12.4,12.4,Train / Val
2018-07-11,376.966,381.155,373.974,378.362,24515081,0.0,0.0,384.78460000000007,1,392.8724500000004,1,398.31842000000046,1,412.3498,1,411.4489133333333,1,28311.69,,,558.0,,,0.11789999999999999,0.47477812253873264,,0.0,,0.0,0.0,2.0,-14.0,16.0,Train / Val
2018-07-12,376.966,383.747,375.769,378.961,15496184,0.0,0.0,385.04390000000006,1,391.0076000000005,1,398.1674800000004,1,412.0852500000001,1,411.4489133333333,1,28480.83,0.296,0.296,558.0,,,0.0414,0.4724470328081254,,0.0,,0.0,0.0,1.8,-14.1,15.9,Train / Val
2018-07-13,385.742,385.742,378.961,379.958,12236915,0.0,0.0,385.24340000000007,1,389.30230000000046,1,397.9847200000004,1,411.80878000000007,1,411.4489133333333,1,28525.44,,,558.0,,,0.0757,0.4685833697408659,,0.0,,0.0,0.0,1.4,-15.0,16.4,Train / Val
2018-07-16,382.551,385.144,379.36,380.357,11036993,0.0,0.0,384.0068000000001,1,387.7765000000005,1,397.7621800000004,1,411.4089200000001,1,411.4489133333333,1,28539.66,,,558.0,,,0.0855,0.46704280452311897,,0.0,,0.0,0.0,0.4,-15.4,15.8,Train / Val
2018-07-17,378.961,379.559,373.974,374.772,15541560,0.0,0.0,382.5109000000001,1,386.0711500000005,1,397.5951200000004,1,410.8417600000001,1,411.4489133333333,1,28181.68,-0.4939,-0.4939,558.0,,,0.1026,0.4889052543946719,,0.0,,0.0,0.0,1.9,-15.9,17.8,Train / Val
2018-07-18,379.359,381.952,374.972,376.966,13200548,0.0,0.0,382.01230000000015,1,385.1337000000005,1,397.5157200000004,1,410.1631900000001,1,411.4489133333333,1,28117.42,0.6114,0.6114,558.0,,,0.17120000000000002,0.48023959720505305,,0.0,,0.0,0.0,1.3,-14.0,15.3,Train / Val
2018-07-19,376.966,379.559,374.174,374.573,10488882,0.0,0.0,381.0151000000002,1,383.9071000000005,1,397.44420000000036,1,409.47263000000004,1,411.4489133333333,1,28010.86,,,558.0,,,0.1672,0.489696267483241,,0.0,,0.0,0.0,1.9,-15.5,17.4,Train / Val
2018-07-20,374.772,376.567,370.584,375.57,17079527,0.0,0.0,380.01780000000014,1,382.8998500000005,1,397.18164000000036,1,408.67064000000005,1,411.4489133333333,1,28224.48,,,558.0,,,0.1075,0.4857416726575605,,0.0,,0.0,0.0,1.6,-12.8,14.4,Train / Val
2018-07-23,376.567,376.567,368.19,369.985,19939375,0.0,0.0,377.52460000000013,1,381.5834500000005,1,396.72778000000034,1,407.92823000000004,1,411.4489133333333,1,28256.12,,,558.0,,,0.1434,0.5081692501047339,,0.0,,0.0,0.0,3.2,-13.5,16.7,Train / Val
2018-07-24,372.977,374.573,370.783,374.174,20856611,0.0,0.0,376.36780000000016,1,380.90530000000047,1,396.1268200000003,1,407.15805,1,411.4489133333333,1,28662.57,,,558.0,,,0.25730000000000003,0.4912848033267945,,0.0,,0.0,0.0,2.0,-14.5,16.5,Train / Val
2018-07-25,377.166,378.961,375.37,378.761,18701043,0.0,0.0,376.4077000000002,0,380.5961500000005,1,395.56586000000027,1,406.43771999999996,1,411.4489133333333,1,28920.9,,,558.0,,,0.1386,0.47322454001335923,,0.0,,0.0,0.0,0.8,-15.4,16.2,Train / Val
2018-07-26,380.756,381.753,369.387,373.775,22285509,0.0,0.0,375.88910000000016,1,380.46650000000045,1,394.84548000000024,1,405.73719,1,411.4489133333333,1,28781.14,,,558.0,,,0.0931,0.49287673065346804,,0.0,,0.0,0.0,0.2,-14.6,14.799999999999999,Train / Val
2018-07-27,369.985,372.977,368.788,371.98,14462929,0.0,0.0,375.0913000000001,1,380.16735000000045,1,394.3638400000002,1,405.15604,1,411.4489133333333,1,28804.28,,,558.0,,,0.1325,0.5000806494972847,,0.0,,0.0,0.0,0.7,-16.7,17.4,Train / Val
2018-07-30,368.988,369.786,360.611,366.196,25413455,0.0,0.0,373.67520000000013,1,378.84100000000046,1,393.8023600000002,1,404.3697700000001,1,411.4489133333333,1,28733.13,0.296,0.296,558.0,,,0.13849999999999998,0.5237741537318812,,0.0,,0.0,0.0,2.3,-12.0,14.3,Train / Val
2018-07-31,360.013,360.81,352.433,354.228,36978659,0.0,0.0,371.62080000000014,1,377.06585000000047,1,392.7069600000002,1,403.5732900000001,1,411.4489133333333,1,28583.01,0.128,0.128,558.0,,,0.111,0.5752566143839561,,0.0,,0.0,0.0,5.7,-11.5,17.2,Train / Val
2018-08-01,359.813,360.212,352.034,354.029,25708741,0.0,0.0,369.32710000000014,1,375.66970000000043,1,391.59002000000015,1,402.88428000000016,1,411.4489133333333,1,28340.74,,,558.0,,,0.048499999999999995,0.5761420674577507,,0.0,,0.0,0.0,5.8,-14.4,20.2,Train / Val
2018-08-02,351.835,353.431,339.469,344.056,40777013,0.0,0.0,366.27540000000016,1,373.6452500000004,1,390.3334600000002,1,401.9602000000001,1,411.4489133333333,1,27714.56,0.296,0.296,558.0,,,0.0222,0.6218290045806498,,0.0,,0.0,0.0,8.9,-10.9,19.8,Train / Val
2018-08-03,347.248,353.63,345.652,348.843,30270747,0.0,0.0,363.60270000000014,1,371.8102500000004,1,389.19258000000025,1,401.12778000000014,1,411.4489133333333,1,27676.32,,,558.0,,,0.0483,0.5995734470807783,,0.0,,0.0,0.0,7.4,-14.0,21.4,Train / Val
2018-08-06,356.821,356.821,349.043,352.034,21446403,0.0,0.0,361.80760000000015,1,369.66610000000037,1,388.11552000000023,1,400.23970000000014,1,411.4489133333333,1,27819.56,,,558.0,,,0.1035,0.5850741689723151,,0.0,,0.0,0.0,6.4,-15.4,21.8,Train / Val
2018-08-07,354.029,357.42,347.646,356.023,18131302,0.0,0.0,359.9925000000002,1,368.18015000000037,1,387.17808000000025,1,399.3517000000002,1,411.4489133333333,1,28248.88,0.1779,0.1779,558.0,,,0.0759,0.5673144712560705,,0.0,,0.0,0.0,5.2,-15.3,20.5,Train / Val
2018-08-08,365.597,365.597,359.614,363.004,25449715,0.0,0.0,358.41680000000014,0,367.41225000000037,1,386.35632000000027,1,398.4041400000002,1,411.4489133333333,1,28359.14,0.0258,0.0258,558.0,,,0.0916,0.5371731440975855,,0.0,,0.0,0.0,3.2,-14.1,17.3,Train / Val
2018-08-09,365.996,374.373,364.002,371.581,26626507,0.0,0.0,358.19740000000013,0,367.04325000000034,0,385.7699400000002,1,397.51449000000014,1,411.4489133333333,1,28607.3,0.296,0.296,558.0,,,0.12029999999999999,0.5016914212513557,,0.0,,0.0,0.0,0.8,-13.5,14.3,Train / Val
2018-08-10,374.373,374.573,363.603,368.988,19525508,0.0,0.0,357.89820000000014,0,366.4947500000004,0,385.2713000000003,1,396.59095000000013,1,411.4489133333333,1,28366.62,,,558.0,,,0.1573,0.5122443006276627,,0.0,,0.0,0.0,-0.3,-15.7,15.399999999999999,Train / Val
2018-08-13,362.007,363.603,359.215,360.013,16951441,0.0,0.0,357.2799000000001,0,365.4775500000004,1,384.50940000000026,1,395.52790000000016,1,411.07723333333325,1,27936.57,0.0,0.0,558.0,,,0.21600000000000003,0.549944029798924,,0.0,,0.0,0.0,2.2,-16.7,18.9,Train / Val
2018-08-14,354.029,357.021,340.865,347.646,40167471,0.0,0.0,356.62170000000015,1,364.1212500000004,1,383.40442000000024,1,394.3750200000002,1,410.59391333333326,1,27752.93,0.7845,0.7845,558.0,,,0.1724,0.6050810307036467,,0.0,,0.0,0.0,5.8,-8.0,13.8,Train / Val
2018-08-15,342.062,343.059,334.084,335.081,37288416,0.0,0.0,354.72690000000017,1,362.0270000000004,1,381.82874000000015,1,393.13032000000015,1,409.96313999999995,1,27323.59,0.0,0.0,558.0,,,0.14980000000000002,0.6652689946609924,,0.0,,0.0,0.0,9.8,-12.4,22.200000000000003,Train / Val
2018-08-16,319.125,331.69,318.127,324.909,69246930,0.0,0.0,352.8122000000002,1,359.5438000000003,1,379.9499000000002,1,391.73614000000015,1,409.2552666666666,1,27100.06,,,558.0,,,0.028300000000000002,0.7174039500290852,,0.0,,0.0,0.0,13.2,-10.2,23.4,Train / Val
2018-08-17,334.084,337.873,332.688,336.078,42698939,0.0,0.0,351.5357000000002,1,357.56920000000036,1,378.19470000000024,1,390.49345000000017,1,408.5860266666666,1,27213.41,,,558.0,,,0.04650000000000001,0.6603288522307322,,0.0,,0.0,0.0,9.4,-14.2,23.6,Train / Val
2018-08-20,342.261,351.436,341.463,349.84,34973182,0.0,0.0,351.3163000000002,1,356.56195000000037,1,376.6309800000002,1,389.6192500000001,1,407.97403999999995,1,27598.02,0.0,0.0,558.0,,,0.111,0.5950148639378003,,0.0,,0.0,0.0,5.1,-15.1,20.2,Train / Val
2018-08-21,354.029,354.029,344.655,349.641,22787446,0.0,0.0,350.6781000000002,1,355.33530000000036,1,375.34650000000016,1,388.93612000000013,1,407.38328,1,27752.79,,,558.0,,,0.107,0.5959226749723288,,0.0,,0.0,0.0,5.2,-16.7,21.9,Train / Val
2018-08-22,353.032,359.614,348.444,358.417,28940119,0.0,0.0,350.2194000000002,0,354.31810000000036,0,374.1577600000002,1,388.2750700000002,1,406.924,1,27927.58,0.0,0.0,558.0,,,0.0919,0.5568457969348553,,0.0,,0.0,0.0,2.6,-15.7,18.3,Train / Val
2018-08-23,362.007,362.207,353.032,358.018,20061919,0.0,0.0,348.86310000000014,0,353.53025000000036,0,372.99296000000015,1,387.5543000000001,1,406.37714666666665,1,27790.46,,,558.0,,,0.056100000000000004,0.558580853476641,,0.0,,0.0,0.0,2.7,-17.4,20.099999999999998,Train / Val
2018-08-24,352.034,357.021,351.636,353.032,17545124,0.0,0.0,347.2675000000002,0,352.5828500000004,0,371.7723200000002,1,386.98270000000014,1,405.85675999999995,1,27671.87,,,558.0,,,0.0356,0.5805932606675883,,0.0,,0.0,0.0,4.2,-17.4,21.599999999999998,Train / Val
2018-08-27,358.417,360.013,355.226,360.013,13959775,0.0,0.0,347.2675000000002,0,352.2737000000004,0,370.75512000000015,1,386.50678000000005,1,405.30993333333333,1,28271.27,,,558.0,,,0.0369,0.549944029798924,,0.0,,0.0,0.0,2.2,-17.9,20.099999999999998,Train / Val
2018-08-28,364.002,367.791,360.411,364.401,20573345,0.0,0.0,348.94300000000015,0,352.7823500000004,0,369.8655600000002,1,386.07673,1,404.76052,1,28351.62,,,558.0,,,0.0696,0.5312801007681098,,0.0,,0.0,0.0,0.2,-15.4,15.6,Train / Val
2018-08-29,364.002,364.999,356.821,359.813,15732722,0.0,0.0,351.4162000000002,0,353.0715500000004,0,369.14752000000016,1,385.7182200000001,1,404.18847999999997,1,28416.44,-0.4019,-0.4019,558.0,,,0.1253,0.5508055573311692,,0.0,,0.0,0.0,0.5,-18.9,19.4,Train / Val
2018-08-30,360.212,361.608,354.428,356.422,12131375,0.0,0.0,354.56750000000017,0,353.68985000000043,0,368.2938600000001,1,385.24420000000003,1,403.5633133333333,1,28164.05,-0.1531,-0.1531,558.0,,,0.07,0.5655599261549511,,0.0,,0.0,0.0,-3.9,-19.3,15.4,Train / Val
2018-08-31,338.671,342.66,337.075,339.07,51544845,0.0,0.0,354.86670000000015,1,353.2012000000004,1,367.1609600000001,1,384.5548700000001,1,402.7720466666666,1,27888.55,,,558.0,,,0.0377,0.6456778836228507,,0.0,,0.0,0.0,0.3,-3.6,3.9,Train / Val
2018-09-03,332.488,334.283,327.701,331.89,27672896,0.0,0.0,353.07170000000013,1,352.19400000000047,1,365.8725000000002,1,383.7220900000001,1,401.83606,1,27712.54,,,558.0,,,0.0708,0.6812799421495075,,0.0,,0.0,0.0,2.5,-10.7,13.2,Train / Val
2018-09-04,328.3,340.067,328.1,337.674,18025607,0.0,0.0,351.8750000000001,1,351.27655000000044,1,364.8712400000001,1,382.9232700000001,1,400.97577999999993,1,27973.34,-0.3612,-0.3612,558.0,,,0.0464,0.6524813873736208,,0.0,,0.0,0.0,-1.2,-14.6,13.4,Train / Val
2018-09-05,331.291,332.488,322.316,323.912,31479425,0.0,0.0,348.42450000000014,1,349.32195000000047,1,363.6506000000001,1,382.0505100000001,1,400.09673333333325,1,27243.85,0.296,0.296,,,,0.11380000000000001,0.6524813873736208,,0.0,,0.0,0.0,3.0,-9.9,12.9,Train / Val
2018-09-06,315.136,321.917,311.147,313.74,44287451,0.0,0.0,343.99670000000015,1,346.42990000000043,1,362.3980400000002,1,381.12778000000003,1,399.06229999999994,1,26974.82,,,,,,0.1013,0.6524813873736208,,0.0,,0.0,0.0,6.3,-10.6,16.9,Train / Val
2018-09-07,312.343,318.726,308.753,315.933,39938047,0.0,0.0,340.28680000000014,1,343.77715000000046,1,361.1574400000002,1,380.2767400000001,1,398.0398333333332,1,26973.47,-0.4939,-0.4939,,311.54,22700.0,0.054000000000000006,0.6524813873736208,311.54,0.014100918020157893,311.54,0.014100918020157893,0.15547945205479452,5.6,-14.1,19.7,Train / Val
2018-09-10,317.928,321.119,310.947,312.742,24847539,0.0,0.0,335.55970000000013,1,341.41360000000043,1,359.55782000000016,1,379.45151000000004,1,397.06110666666655,1,26613.42,0.6249,0.6249,,315.39,124000.0,0.0863,0.6524813873736208,314.7942603953647,-0.006519370438289207,315.39,-0.008395954215415724,0.8493150684931506,6.6,-8.5,15.1,Train / Val
2018-09-11,312.742,313.141,306.36,307.158,29972185,0.0,0.0,329.83540000000016,1,339.38920000000047,1,357.9063600000001,1,378.54257000000007,1,396.03321333333326,1,26422.55,,,,309.17,126000.0,0.0729,0.6524813873736208,312.19559222588924,-0.016136013292091134,309.17,-0.006507746547207094,0.863013698630137,8.6,-7.6,16.2,Train / Val
2018-09-12,311.147,311.545,304.365,307.556,23489734,0.0,0.0,324.60970000000015,1,338.01295000000044,1,356.41844000000015,1,377.57989000000003,1,395.03185333333323,1,26345.04,,,,308.79,125000.0,0.0212,0.6524813873736208,311.12518984158913,-0.011471876781839585,308.79,-0.003996243401664712,0.8561643835616438,8.4,-8.9,17.3,Train / Val
2018-09-13,313.939,322.914,313.141,322.914,30836213,0.0,0.0,321.25890000000015,0,337.9132000000005,1,355.18582000000015,1,376.82652,1,394.18329999999986,1,27014.49,,,,318.57,124000.0,0.0701,0.6524813873736208,312.8947057695994,0.0320212967674125,318.57,0.013635935587155146,0.8493150684931506,3.3,-8.2,11.5,Train / Val
2018-09-14,329.097,330.892,327.103,329.097,26428478,0.0,0.0,320.26160000000016,0,337.56415000000044,1,354.05690000000016,1,376.1966800000001,1,393.45159999999987,1,27286.41,,,,329.12,71000.0,0.0426,0.6524813873736208,314.83834654968786,0.04528880807110269,329.12,-6.988332523094609e-05,0.4863013698630137,1.3,-11.6,12.9,Train / Val
2018-09-17,324.111,325.108,317.729,318.327,18863537,0.0,0.0,318.9053000000001,1,335.98850000000044,1,352.5251000000002,1,375.43327000000005,1,392.8537599999999,1,26932.85,0.0,0.0,,320.84,118000.0,0.1209,0.6524813873736208,315.8348220064725,0.007890763841982062,320.84,-0.00783256451813985,0.8082191780821918,4.8,-12.0,16.8,Train / Val
2018-09-18,314.138,322.515,310.149,317.13,24482875,0.0,0.0,316.85090000000014,0,334.36295000000047,1,351.1528600000002,1,374.75541000000004,1,392.2160933333332,1,27084.66,-0.7096,-0.7096,,316.01,125000.0,0.1109,0.6524813873736208,315.8610242910135,0.004017512802774181,316.01,0.0035441916395051454,0.8561643835616438,5.2,-14.3,19.5,Train / Val
2018-09-19,319.125,325.906,318.327,320.72,20774346,0.0,0.0,316.5317000000001,0,332.47810000000044,1,350.00002000000023,1,374.15922000000006,1,391.5665399999999,1,27407.37,0.0,0.0,,323.0,120000.0,0.030699999999999998,0.6524813873736208,316.7574113215444,0.01250985308259489,323.0,-0.007058823529411673,0.821917808219178,4.0,-14.6,18.6,Train / Val
