Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,Close_below_SMA_10,SMA_20,Close_below_SMA_20,SMA_50,Close_below_SMA_50,SMA_100,Close_below_SMA_100,SMA_150,Close_below_SMA_150,^HSI_Close,title_sc,supp_sc,Target_Price,BB_Price,BB_Count,Short_Ratio,Target_Price_Uplift,Avg_BB_Price,Close_over_Avg_BB,BB_Value,Close_over_BB,BB_Conf,Actual_High_Next_20_P,Predicted_High_Next_20_P,MAE_P,Type
2018-02-12,410.789,417.755,407.605,407.605,33853960,0.0,0.0,431.9659,1,444.75330000000014,1,441.16484000000014,1,424.5377199999999,1,411.4489133333333,1,29459.63,,,158.0,,,0.1493,-0.6123698188196907,,0.0,,0.0,0.0,13.2,,,Train / Val
2018-02-13,417.158,423.527,415.964,420.343,23705127,0.0,0.0,428.04509999999993,1,443.66860000000014,1,441.16484000000014,1,424.5377199999999,1,411.4489133333333,0,29839.53,,,158.0,,,0.15,-0.6241164953383309,,0.0,,0.0,0.0,11.3,,,Train / Val
2018-02-14,426.513,432.881,424.323,431.488,22285259,0.0,0.0,425.05969999999996,0,442.9023500000001,1,441.16484000000014,1,424.5377199999999,0,411.4489133333333,0,30515.6,,,158.0,,,0.1249,-0.633825274399288,,0.0,,0.0,0.0,9.0,,,Train / Val
2018-02-15,442.236,444.823,439.648,444.823,16354787,0.0,0.0,423.76599999999996,0,442.8625500000001,0,441.16484000000014,0,424.5377199999999,0,411.4489133333333,0,31115.43,,,158.0,,,0.1082,-0.6448025394370345,,0.0,,0.0,0.0,5.8,,,Train / Val
2018-02-20,447.808,450.794,442.634,443.629,20482027,0.0,0.0,423.1092,0,442.5341500000001,0,441.16484000000014,0,424.5377199999999,0,411.4489133333333,0,30873.63,,,158.0,,,0.0904,-0.6438465474529393,,0.0,,0.0,0.0,6.1,,,Train / Val
2018-02-21,446.415,455.769,445.022,455.769,20404622,0.0,0.0,424.8009,0,442.43460000000016,0,441.16484000000014,0,424.5377199999999,0,411.4489133333333,0,31431.89,,,158.0,,,0.1251,-0.6533331578058184,,0.0,,0.0,0.0,3.8,,,Train / Val
2018-02-22,452.784,452.983,444.226,444.226,22385045,0.0,0.0,428.4232,0,441.03150000000016,0,441.16484000000014,0,424.5377199999999,0,411.4489133333333,0,30965.68,,,158.0,,,0.14279999999999998,-0.6443251858288348,,0.0,,0.0,0.0,6.5,,,Train / Val
2018-02-23,451.789,452.386,447.211,451.192,14992072,0.0,0.0,432.2644,0,440.25530000000015,0,441.16484000000014,0,424.5377199999999,0,411.4489133333333,0,31267.17,,,158.0,,,0.13,-0.6498164861079097,,0.0,,0.0,0.0,4.9,,,Train / Val
2018-02-26,453.779,454.774,446.216,450.794,21252148,0.0,0.0,435.5285,0,440.0065500000002,0,441.16484000000014,0,424.5377199999999,0,411.4489133333333,0,31498.6,,,158.0,,,0.0836,-0.64950731376194,,0.0,,0.0,0.0,5.0,,,Train / Val
2018-02-27,455.769,455.769,440.046,443.828,22008908,0.0,0.0,439.3696999999999,0,438.7527000000001,0,441.16484000000014,0,424.5377199999999,0,411.4489133333333,0,31268.66,,,158.0,,,0.060899999999999996,-0.6440062366502339,,0.0,,0.0,0.0,6.6,,,Train / Val
2018-02-28,436.862,437.857,428.901,430.095,32560086,0.0,0.0,441.6187,1,436.79230000000007,1,441.16484000000014,1,424.5377199999999,0,411.4489133333333,0,30844.72,,,158.0,,,0.0668,-0.6326393006196306,,0.0,,0.0,0.0,10.0,,,Train / Val
