Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,Close_below_SMA_10,SMA_20,Close_below_SMA_20,SMA_50,Close_below_SMA_50,SMA_100,Close_below_SMA_100,SMA_150,Close_below_SMA_150,^HSI_Close,title_sc,Actual_High_Next_20_P,Predicted_High_Next_20_P,MAE_P,Type
2016-01-18,38.72,38.763,37.986,38.029,4076715,0.0,0.0,38.6033,1,38.26024999999999,1,37.952560000000005,0,39.190560000000005,1,41.763460000000016,1,19237.45,,2.3,,,Train / Val
2016-01-19,38.504,38.893,38.288,38.85,11259123,0.0,0.0,38.5947,0,38.26024999999999,0,37.952560000000005,0,39.190560000000005,1,41.763460000000016,1,19635.81,,-0.4,,,Train / Val
2016-01-20,38.461,38.677,36.95,37.123,9217485,0.0,0.0,38.4005,1,38.26024999999999,1,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,18886.3,,4.1,,,Train / Val
2016-01-21,37.123,38.245,36.691,36.778,7471929,0.0,0.0,38.202000000000005,1,38.26024999999999,1,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,18542.15,,5.0,,,Train / Val
2016-01-22,37.641,38.073,37.511,37.77,9087990,0.0,0.0,38.1286,1,38.26024999999999,1,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,19080.51,,2.3,,,Train / Val
2016-01-25,38.332,38.504,37.814,37.857,5005644,0.0,0.0,38.1114,1,38.26024999999999,1,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,19340.14,,2.1,,,Train / Val
2016-01-26,38.591,38.591,37.684,37.986,4965988,0.0,0.0,38.089800000000004,1,38.26024999999999,1,37.952560000000005,0,39.190560000000005,1,41.763460000000016,1,18860.8,,1.7,,,Train / Val
2016-01-27,38.591,38.591,37.598,37.684,6045962,0.0,0.0,37.9517,1,38.26024999999999,1,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,19052.45,,2.5,,,Train / Val
2016-01-28,37.9,37.9,37.166,37.425,5864016,0.0,0.0,37.822199999999995,1,38.26024999999999,1,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,19195.83,,4.7,,,Train / Val
2016-01-29,37.166,38.332,37.166,38.288,7990738,0.0,0.0,37.778999999999996,0,38.26024999999999,0,37.952560000000005,0,39.190560000000005,1,41.763460000000016,1,19683.11,,2.4,,,Train / Val
2016-02-01,38.634,38.634,37.555,37.77,5902007,0.0,0.0,37.753099999999996,0,38.17819999999999,1,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,19595.5,,3.8,,,Train / Val
2016-02-02,37.684,38.245,37.641,38.159,6613606,0.0,0.0,37.68399999999999,0,38.13934999999999,0,37.952560000000005,0,39.190560000000005,1,41.763460000000016,1,19446.84,,2.7,,,Train / Val
2016-02-03,38.116,38.116,37.252,37.339,8362799,0.0,0.0,37.70559999999999,1,38.053049999999985,1,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,18991.59,,5.0,,,Train / Val
2016-02-04,37.555,37.814,37.08,37.123,34293159,0.0,0.0,37.74009999999999,1,37.971049999999984,1,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,19183.09,,5.6,,,Train / Val
2016-02-05,37.339,37.382,37.037,37.123,6479114,0.0,0.0,37.67539999999999,1,37.90199999999999,1,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,19288.17,,5.6,,,Train / Val
2016-02-11,36.26,36.95,36.26,36.778,9254619,0.0,0.0,37.567499999999995,1,37.839449999999985,1,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,18545.8,-0.7034,6.6,,,Train / Val
2016-02-12,36.648,37.209,36.605,37.08,6547915,0.0,0.0,37.47689999999999,1,37.78334999999999,1,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,18319.58,0.0,5.7,,,Train / Val
2016-02-15,37.209,37.814,37.209,37.727,5335987,0.0,0.0,37.48119999999999,0,37.71644999999999,0,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,18918.14,,3.9,,,Train / Val
2016-02-16,37.468,37.598,36.993,37.123,7230829,0.0,0.0,37.450999999999986,1,37.63659999999999,1,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,19122.08,,5.6,,,Train / Val
2016-02-17,37.209,37.425,37.037,37.123,4467994,0.0,0.0,37.334499999999984,1,37.55674999999999,1,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,18924.57,,6.0,,,Train / Val
2016-02-18,37.252,37.857,37.166,37.598,5930625,0.0,0.0,37.31729999999999,0,37.53519999999999,0,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,19363.08,,7.3,,,Train / Val
2016-02-19,37.77,37.77,37.339,37.382,3517585,0.0,0.0,37.23959999999999,0,37.46179999999998,1,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,19285.5,,8.4,,,Train / Val
2016-02-22,37.382,37.511,36.864,37.123,7057751,0.0,0.0,37.21799999999999,1,37.46179999999998,1,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,19464.09,,9.2,,,Train / Val
2016-02-23,37.123,37.123,36.734,36.864,7336547,0.0,0.0,37.19209999999999,1,37.46609999999998,1,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,19414.78,,10.0,,,Train / Val
2016-02-24,37.08,37.382,36.907,37.123,9788313,0.0,0.0,37.19209999999999,1,37.43374999999999,1,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,19192.45,,9.2,,,Train / Val
2016-02-25,37.382,37.468,36.993,37.08,5415037,0.0,0.0,37.22229999999998,1,37.39489999999999,1,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,18888.75,,9.3,,,Train / Val
2016-02-26,37.425,38.202,36.95,37.511,12456023,0.0,0.0,37.265399999999985,0,37.371149999999986,0,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,19364.15,,8.1,,,Train / Val
2016-02-29,37.684,38.029,37.209,37.857,6410890,0.0,0.0,37.27839999999999,0,37.37979999999999,0,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,19111.93,0.0,7.1,,,Train / Val
2016-03-01,38.288,39.195,37.986,38.375,6995705,0.0,0.0,37.40359999999999,0,37.42729999999999,0,37.952560000000005,0,39.190560000000005,1,41.763460000000016,1,19407.46,,5.6,,,Train / Val
2016-03-02,38.85,38.893,38.375,38.418,8496897,0.0,0.0,37.53309999999999,0,37.43379999999999,0,37.952560000000005,0,39.190560000000005,1,41.763460000000016,1,20003.49,,5.5,,,Train / Val
2016-03-03,38.375,38.677,37.641,38.159,6227368,0.0,0.0,37.58919999999999,0,37.45324999999999,0,37.952560000000005,0,39.190560000000005,1,41.763460000000016,1,19941.76,,6.2,,,Train / Val
2016-03-04,38.418,38.418,38.029,38.288,7497561,0.0,0.0,37.679799999999986,0,37.45969999999999,0,37.952560000000005,0,39.190560000000005,1,41.763460000000016,1,20176.7,,5.9,,,Train / Val
2016-03-07,38.202,38.245,37.9,38.159,3812778,0.0,0.0,37.783399999999986,0,37.500699999999995,0,37.952560000000005,0,39.190560000000005,1,41.763460000000016,1,20159.72,,6.2,,,Train / Val
2016-03-08,37.9,38.332,37.77,38.073,9195976,0.0,0.0,37.90429999999999,0,37.548199999999994,0,37.952560000000005,0,39.190560000000005,1,41.763460000000016,1,20011.58,,6.5,,,Train / Val
2016-03-09,37.986,38.418,37.814,38.288,3608110,0.0,0.0,38.020799999999994,0,37.60644999999999,0,37.952560000000005,0,39.190560000000005,1,41.763460000000016,1,19996.26,,5.9,,,Train / Val
2016-03-10,38.504,38.677,38.288,38.288,5083281,0.0,0.0,38.1416,0,37.681949999999986,0,37.952560000000005,0,39.190560000000005,1,41.763460000000016,1,19984.42,,5.9,,,Train / Val
2016-03-11,38.332,38.332,37.9,37.943,6532174,0.0,0.0,38.18479999999999,1,37.72509999999998,0,37.952560000000005,1,39.190560000000005,1,41.763460000000016,1,20199.6,,8.2,,,Train / Val
2016-03-14,38.245,38.763,38.029,38.591,7133173,0.0,0.0,38.25819999999999,0,37.76829999999999,0,37.952560000000005,0,39.190560000000005,1,41.763460000000016,1,20435.34,,7.4,,,Train / Val
2016-03-15,38.763,38.85,38.375,38.72,3178360,0.0,0.0,38.29269999999999,0,37.84814999999999,0,37.952560000000005,0,39.190560000000005,1,41.763460000000016,1,20288.77,,7.0,,,Train / Val
2016-03-16,38.85,39.368,38.763,39.238,5084918,0.0,0.0,38.37469999999999,0,37.95389999999999,0,37.952560000000005,0,39.190560000000005,0,41.763460000000016,1,20257.7,,5.6,,,Train / Val
2016-03-17,39.411,40.36,39.411,40.36,7148123,0.0,0.0,38.59479999999999,0,38.09199999999999,0,37.97154,0,39.190560000000005,0,41.763460000000016,1,20503.81,,2.7,,,Train / Val
2016-03-18,39.886,40.533,39.886,40.36,7534226,0.0,0.0,38.80199999999999,0,38.240899999999996,0,38.00002,0,39.190560000000005,0,41.763460000000016,1,20671.63,,2.7,,,Train / Val
2016-03-21,40.36,40.447,39.886,40.404,4666249,0.0,0.0,39.02649999999999,0,38.40494999999999,0,38.0268,0,39.190560000000005,0,41.763460000000016,1,20684.15,,3.2,,,Train / Val
2016-03-22,40.188,40.188,39.756,39.972,4144689,0.0,0.0,39.21639999999999,0,38.560349999999985,0,38.05098,0,39.190560000000005,0,41.763460000000016,1,20666.75,,4.3,,,Train / Val
2016-03-23,39.972,39.972,39.152,39.281,3962578,0.0,0.0,39.31569999999999,1,38.668249999999986,0,38.06652,0,39.190560000000005,0,41.763460000000016,1,20615.23,,6.2,,,Train / Val
2016-03-24,38.979,39.195,38.677,38.72,6360584,0.0,0.0,39.35889999999999,1,38.75024999999998,1,38.08034,0,39.190560000000005,1,41.763460000000016,1,20345.61,,8.7,,,Train / Val
2016-03-29,38.677,39.67,38.634,39.411,6013009,0.0,0.0,39.5057,1,38.845249999999986,0,38.10452,0,39.190560000000005,0,41.763460000000016,1,20366.3,,6.8,,,Train / Val
