Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,Close_above_SMA_10,SMA_20,Close_above_SMA_20,SMA_50,Close_above_SMA_50,SMA_100,Close_above_SMA_100,SMA_150,Close_above_SMA_150,SMA_200,Close_above_SMA_200,PClose_10,PHigh_10,PLow_10,PClose_20,PHigh_20,PLow_20,PClose_50,PHigh_50,PLow_50,PClose_100,PHigh_100,PLow_100,PClose_150,PHigh_150,PLow_150,PClose_200,PHigh_200,PLow_200,^HSI_Close,title_sc,supp_sc,Target_Price,BB_Price,BB_Count,Short_Ratio,Short_Count,Short_Amount,Target_Price_Uplift,Overall_sc,Avg_BB_Price,Close_over_Avg_BB,BB_Value,Close_over_BB,BB_Conf,Is_Weekday_0,Is_Weekday_1,Is_Weekday_2,Is_Weekday_3,Is_Weekday_4,Month_end,Next_trade_day,Actual_High_Next_5_P,Predicted_High_Next_5_P,MAE_P,Type
2016-01-04,39.713,40.015,38.936,39.411,5833403,0.0,0.0,39.78630000000008,0.9905671047571631,39.89849999999992,0.9877814955449473,39.93166000000008,0.9869612232499205,38.11799000000003,1.0339212534553888,38.212666666666614,1.0313595840820684,38.47362500000002,1.024364093583591,0.0,0.3642105263157922,0.0,0.0,0.17421953675730256,0.0,0.45454545454545575,0.5452733485193618,0.42373887240356034,0.7391304347826092,0.7483057525610715,0.7069121642016298,0.7391304347826092,0.7483057525610715,0.7069121642016298,0.7351351351351357,0.7483057525610715,0.7069121642016298,21327.12,0.296,0.296,,,,,,,0.0,0.296,0.0,inf,0.0,inf,0.016190035103724073,1,0,0,0,0,0,0.0,0.5,,,Train / Val
2016-01-05,39.109,39.411,38.806,38.936,2725281,0.0,0.0,39.738800000000076,0.9797980814720104,39.82944999999992,0.9775681060120106,39.91370000000008,0.9755046512851459,38.13312000000003,1.0210546632428705,38.22339999999995,1.0186430301856992,38.47193000000002,1.0120625609372853,0.0,0.0,0.0,0.0,0.0,0.0,0.30866093366093444,0.37329157175398625,0.3851632047477732,0.669359576968273,0.6531126871552402,0.6872924841533348,0.669359576968273,0.6531126871552402,0.6872924841533348,0.6657414170927689,0.6531126871552402,0.6872924841533348,21188.72,,,,,,,,,0.0,,0.0,inf,0.0,inf,0.012453873156710826,0,1,0,0,0,0,0.0,1.8,,,Train / Val
2016-01-06,39.368,39.454,39.022,39.065,2926520,0.0,0.0,39.68700000000008,0.9843273616045536,39.74739999999992,0.9828315814367751,39.90256000000008,0.9790098680385398,38.14996000000003,1.0239853462493793,38.23278666666661,1.0217670069563345,38.472335000000015,1.0154049656720858,0.11072961373390376,0.047461368653420884,0.2,0.09641255605380994,0.0383244206773612,0.18524871355060066,0.34828009828009837,0.385535307517084,0.4492581602373878,0.6883078730904818,0.6598896769109532,0.7198913371566552,0.6883078730904818,0.6598896769109532,0.7198913371566552,0.6845872899926955,0.6598896769109532,0.7198913371566552,20980.81,,,,,,,,,0.0,,0.0,inf,0.0,inf,0.009579902428239098,0,0,1,0,0,0,0.0,1.4,,,Train / Val
2016-01-07,38.806,39.195,38.72,38.763,4495652,0.0,0.0,39.60060000000008,0.9788488053211295,39.67184999999992,0.9770908087220554,39.88454000000007,0.9718803325799903,38.16293000000003,1.015723897509965,38.23932666666661,1.013694627468163,38.47123000000001,1.0075841089562247,0.0,0.0,0.0,0.0,0.0,0.0,0.25552825552825575,0.31178815489749395,0.3596439169139457,0.6439482961222093,0.6190701339637507,0.6743133111983094,0.6439482961222093,0.6190701339637507,0.6743133111983094,0.6404674945215487,0.6190701339637507,0.6743133111983094,20333.34,,,,,,,,,0.0,,0.0,inf,0.0,inf,0.007369155714030075,0,0,0,1,0,0,0.0,2.2,,,Train / Val
2016-01-08,39.497,39.627,38.418,38.504,5097188,0.0,0.0,39.44090000000008,0.9762454710719056,39.59844999999992,0.9723612919192562,39.863860000000074,0.9658873977582685,38.17543000000003,1.0086068447690038,38.243313333333276,1.0068165293209441,38.47048500000001,1.0008711873531095,0.0,0.40037071362372745,0.0,0.0,0.32286995515695205,0.0,0.17598280098280109,0.4347949886104786,0.27002967359050367,0.6059048178613397,0.6871552403467297,0.6287352852399635,0.6059048178613397,0.6871552403467297,0.6287352852399635,0.6026296566837108,0.6871552403467297,0.6287352852399635,20453.71,,,,,,,,,0.0,,0.0,inf,0.0,inf,0.005668581318484673,0,0,0,0,1,0,0.4,2.2,,,Train / Val
2016-01-11,38.504,38.504,37.727,38.029,6846738,0.0,0.0,39.24660000000008,0.9689756564899871,39.49699999999992,0.9628326201990044,39.837920000000075,0.9545930108800844,38.18910000000003,0.9958077042925854,38.24219999999995,0.9944250069295191,38.45741500000001,0.9888600156822811,0.0,0.0,0.0,0.0,0.0,0.0,0.030098280098281964,0.11503416856491923,0.06498516320474607,0.5361339600470044,0.510165484633569,0.5244491397524895,0.5361339600470044,0.510165484633569,0.5244491397524895,0.533235938641345,0.510165484633569,0.5244491397524895,19888.5,,,,,,,,,0.0,,0.0,inf,0.0,inf,0.004360447168065133,1,0,0,0,0,0,0.0,3.5,,,Train / Val
2016-01-12,38.375,39.065,37.9,38.202,6464101,0.0,0.0,39.09550000000008,0.9771457073064654,39.404199999999925,0.9694905619197971,39.81628000000007,0.9594567850135656,38.208310000000026,0.999834852679953,38.243893333333276,0.9989045745691179,38.45039000000001,0.9935399875007765,0.08349420849420612,0.31694915254237227,0.08012968967114467,0.08349420849420612,0.27649088220798373,0.08012968967114467,0.08323095823095847,0.2747722095671971,0.11632047477744695,0.561545240893067,0.5985815602836873,0.5505584062782972,0.561545240893067,0.5985815602836873,0.5505584062782972,0.5585098612125641,0.5985815602836873,0.5505584062782972,19711.76,,,,,,,,,0.0,,0.0,inf,0.0,inf,0.003354190129280871,0,1,0,0,0,0,0.0,3.1,,,Train / Val
2016-01-13,38.763,39.368,38.332,39.065,5750101,0.0,0.0,39.013400000000075,1.001322622483555,39.36534999999993,0.9923701935839531,39.80260000000007,0.9814685472808291,38.23699000000003,1.021654685685248,38.255486666666606,1.021160711936224,38.449550000000016,1.0160066892850497,0.4999999999999983,0.48813559322034056,0.2802223251505337,0.4999999999999983,0.42582552981764554,0.2802223251505337,0.34828009828009837,0.3610478359908885,0.24451038575667616,0.6883078730904818,0.6463356973995271,0.6157561122849381,0.6883078730904818,0.6463356973995271,0.6157561122849381,0.6845872899926955,0.6463356973995271,0.6157561122849381,19934.88,,,,,,,,,0.0,,0.0,inf,0.0,inf,0.0025801462532929775,0,0,1,0,0,0,0.0,-0.1,,,Train / Val
2016-01-14,38.763,38.893,38.547,38.72,4651054,0.0,0.0,38.875300000000074,0.9960051755227594,39.31569999999993,0.9848482921580963,39.78456000000007,0.9732418807698245,38.264340000000026,1.0119082153252865,38.26257333333328,1.0119549373399888,38.44698500000001,1.0071010769765167,0.34056185312961884,0.22524609148813088,0.379805465493283,0.33349420849420697,0.1917200591424358,0.379805465493283,0.24232186732186775,0.22579726651480614,0.3083086053412449,0.6376321974148063,0.571473601260835,0.6482040446725017,0.6376321974148063,0.571473601260835,0.6482040446725017,0.6341855368882399,0.571473601260835,0.6482040446725017,19817.41,,,,,,,,,0.0,,0.0,inf,0.0,inf,0.001984727887148444,0,0,0,1,0,0,0.0,0.8,,,Train / Val
2016-01-15,39.022,39.022,38.504,38.72,6978369,0.0,0.0,38.74150000000007,0.9994450395570622,39.27034999999994,0.9859856100085703,39.75468000000007,0.9739733787317602,38.29887000000002,1.010995885779397,38.27103999999994,1.0117310634882162,38.44151500000001,1.0072443814974512,0.49999999999999745,0.3428193249503638,0.6,0.33349420849420697,0.2857142857142857,0.35988883742473315,0.24232186732186775,0.2625284738040993,0.2955489614243311,0.6376321974148063,0.5918045705279742,0.641714458194989,0.6376321974148063,0.5918045705279742,0.641714458194989,0.6341855368882399,0.5918045705279742,0.641714458194989,19520.77,,,,,,,,,0.0,,0.0,inf,0.0,inf,0.001526713759344957,0,0,0,0,1,0,0.4,0.4,,,Train / Val
